ID,orig,dest,polyline
1620,14,139,}~kaGnj~pLPNPDgAvD_BpFq@|AyIxQy@hBMb@WvCGp@C~AeBaAoAy@{@q@{@cAu@aAi@i@eAcAY_@q@uAi@gAOKaE~Am@TaDpAyAp@QBcABiA?kA?i@G[nFWzE}HeAaBSa@EcAM[KcBYc@I]CuAKiEa@}DWSEOI?n@@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@c@l@Wd@cAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQBUDg@BcDJeC@cE?c@GKAuAGkFQy@@mAJoBd@mA\sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbAAtABrCJtCFpA?\G`AGp@Iv@QMG?G@WHSYwAgATm@gDkCcAu@mGaFeAu@OEEYOWa@a@c@Wa@Mk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESoNu@uAKwFYyG_@sJg@mCOs@@kANgB\yAXqAh@e@Xg@f@_C`Cm@~@w@|AgAxCuBxFS^]l@mCbDkBxB}DtEiDzDcMzNeAnAq@{@AqCEe@DiCLsCXqADkBJmBAcBFoB`AkHDqBLI
1621,14,140,}~kaGnj~pLPNPDgAvD_BpFq@|AyIxQy@hBMb@WvCGp@C~AeBaAoAy@{@q@{@cAu@aAi@i@eAcAY_@q@uAi@gAOKaE~Am@TaDpAyAp@QBcABiA?kA?i@G[nFWzE}HeAaBSa@EcAM[KcBYc@I]CuAKiEa@}DWSEOI?n@@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@c@l@Wd@cAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQBUDg@BcDJeC@cE?c@GKAuAGkFQy@@mAJoBd@mA\sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbAAtABrCJtCFpA?\G`AGp@Iv@QMG?G@WHSYwAgATm@gDkCcAu@mGaFeAu@OEEYOWa@a@c@Wa@Mk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESoNu@uAKwFYyG_@sJg@mCOs@@kANgB\yAXqAh@e@Xg@f@mDyHs@}AeAfAmAxAkAs@eF}CSOy@k@gAm@gBkAgBcA{BuAwA_AeXcPkAw@_@V
1622,14,141,}~kaGnj~pLPNPDgAvD_BpFq@|AyIxQy@hBMb@WvCGp@C~AeBaAoAy@{@q@{@cAu@aAi@i@eAcAY_@q@uAi@gAOKaE~Am@TaDpAyAp@QBcABiA?kA?i@G[nFWzE}HeAaBSa@EcAM[KcBYc@I]CuAKiEa@}DWSEOI?n@@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@c@l@Wd@cAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQBUDg@BcDJeC@cE?c@GKAuAGkFQy@@mAJoBd@mA\sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbAAtABrCJtCFpA?\G`AGp@Iv@QMG?G@WHSYwAgATm@gDkCcAu@mGaFeAu@OEEYOWa@a@c@Wa@Mk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESoNu@uAKwFYyG_@sJg@mCOs@@kANgB\yAXqAh@e@Xg@f@mDyHs@}AeAfAmAxAkAs@eF}CSOy@k@gAm@gBkAgBcA{BuAwA_AiKkGIECHmBpH{E~PEHEFO[_@s@i@{@iC_EOSu@k@A[
1623,14,142,}~kaGnj~pLPNPDgAvD_BpFq@|AyIxQy@hBMb@WvCGp@C~AeBaAoAy@{@q@{@cAu@aAi@i@eAcAY_@q@uAi@gAOKaE~Am@TaDpAyAp@QBcABiA?kA?i@G[nFWzE}HeAaBSa@EcAM[KcBYc@I]CuAKiEa@}DWSEOI?n@@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@c@l@Wd@cAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQBUDg@BcDJeC@cE?c@GKAuAGkFQy@@mAJoBd@mA\sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbAAtABrCJtCFpA?\G`AGp@Iv@QMG?G@WHSYwAgATm@gDkCcAu@mGaFeAu@OEEYOWa@a@c@Wa@Mk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESoNu@uAKwFYyG_@sJg@mCOs@@kANgB\yAXqAh@e@Xg@f@_C`Cm@~@w@|AgAxCuBxFS^]l@mCbDkBxB}DtEiDzDcMzNeAnAq@{@aEwEuGwHeE}EOFw@XiEvA{Af@OOKYCQNc@dCwHqLgHGE
1624,14,143,}~kaGnj~pLPNPDRy@pBcHnB_HHOcA}Ca@{AkC}Ik@sBc@kBgAwDeBmFqAkEu@wCaB}FgHqU_@_A_AyAgAsACQAEuCqD[e@[b@q@fAo@hAa@V_K|DsFxBuD|AyDtA{HzCcG|Bw@Z}Af@mLnEgQfHeGbCeAh@g@V_At@w@z@qApBkA~BoAdCiBvD}ArC_FvJ{Ag@EbAAHEHID}BgAwCyAeEmB}Au@yBiAmD_BaEmBcD{Au@a@]b@}CbEmGfIoKbN}JrMmF|GgItKuEbGa@h@{BiDwAkBYYm@YwAi@eFmBYtBo@vEc@|CkAxIY`Bw@|CIR}BwA_F}CqKyG{@i@sAbCmAdCoGyD
1625,14,144,}~kaGnj~pLPNPDgAvD_BpFq@|AyIxQy@hBMb@WvCGp@C~AeBaAoAy@{@q@{@cAu@aAi@i@eAcAY_@q@uAi@gAOKaE~Am@TaDpAyAp@QBcABiA?kA?i@G[nFWzE}HeAaBSa@EcAM[KcBYc@I]CuAKiEa@}DWSEOI?n@@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@c@l@Wd@cAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQBUDg@BcDJeC@cE?c@GKAuAGkFQy@@mAJoBd@mA\sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbAAtABrCJtCFpA?\G`AGp@Iv@QMG?G@WHSYwAgATm@gDkCcAu@mGaFeAu@OEEYOWa@a@c@Wa@Mk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESoNu@uAKwFYyG_@sJg@mCOs@@kANgB\yAXqAh@e@Xg@f@_C`Cm@~@w@|AgAxCuBxFS^]l@mCbDkBxB}DtEiDzDcMzNeAnAq@{@aEwEuGwHeE}EOFw@XiEvAaAZ
1626,14,145,}~kaGnj~pLPNPDgAvD_BpFq@|AyIxQy@hBMb@WvCGp@C~AeBaAoAy@{@q@{@cAu@aAi@i@eAcAY_@q@uAi@gAOKaE~Am@TaDpAyAp@QBcABiA?kA?i@G[nFWzE}HeAaBSa@EcAM[KcBYc@I]CuAKiEa@}DWSEOI?n@@PWl@s@fAi@d@o@j@QVaCbFo@z@m@v@_@r@Yf@c@l@Wd@cAdAyA`AuAl@UD_F`A]D}Jp@qAFSDQBUDg@BcDJeC@cE?c@GKAuAGkFQy@@mAJoBd@mA\sAd@gAh@u@d@e@^]^MJg@fAUl@WtASfBGbAAtABrCJtCFpA?\G`AGp@Iv@QMG?G@WHSYwAgATm@gDkCcAu@mGaFeAu@OEEYOWa@a@c@Wa@Mk@OWM_@Ge@K}@M{ASe@B[DQJ]^[p@u@`BONWRc@RiD|@c@@gESoNu@uAKwFYyG_@sJg@mCOs@@kANgB\yAXqAh@e@Xg@f@_C`Cm@~@kCmEq@gA]y@Wo@eA`AqDdDoAv@aCnAECECi@o@V{@
1627,15,16,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]DHP~@B?AEIi@JG^QAIYiBFCoAiHm@cDhBs@bCiAxEkBrGgCdDkArAa@pCkAPGDy@K]Om@WoBOoACSKy@HYL[HMZQ|Aq@
1628,15,17,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCKeD}CVwAL
1629,15,18,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCQW
1630,15,19,}wpaGfeeqLUzAfBp@zEpBnAj@tJlEhAwPzBq]?WHEHi@PcCD]vBZF?VQv@hCP^TAbGqAtBa@pBUVET_Ej@oJd@uHj@gJJiCFoATyEzCsg@TuDJkBTBjDd@v@LtC^hGv@tAPT{Db@cHPIH]@YNqCEOGGD[L[r@qAPS~@UN?NBp@XLAhAMuByKi@{CE?q@BaD?i@GBi@l@mJ?WGSgAaG
1631,15,20,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBuGyPIYQQ_@[[Sa@MuAUmCUy@AuAHi@R[Vi@h@SJ[FuHrASDAS?GYFAI
1632,15,21,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]DHP~@B?AEIi@JG^QAIYiBFCoAiHm@cDhBs@bCiAxEkBrGgCdDkArAa@pCkAPGRZbB|Bf@h@pHhKTXY`@Ub@Qb@Kx@
1633,15,22,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBgAsCRW
1634,15,23,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@RWJAFADQPCFNd@D??IO[IWKk@Iw@C{@@u@@a@EAEh@BF^DM]E[?k@@O@MJSGY@G@Q?c@Ka@g@qACW?q@EaJC_G@wEImIAsGTsBRy@r@eCPe@b@q@l@m@|@m@z@YCc@KWU]QCUFi@\JcCHOJETCZANDFT^f@
1635,15,24,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBuGyPIYLQhAeBtCgHXq@RSNa@b@cAvB}FfB_FbAsC
1636,15,25,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[EOFO@Yi@yCECE@[aB[oBLG`@QF?XtA@DHAESiBcKxD{AhFsBlFqB|CkAbDuA|HwCxAo@hAa@^KxEjGd@n@RXPIp@YzF{BfHmCtAbDbFfL
1637,15,26,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[EOFO@Yi@yCECE@[aB[oBLG`@QF?XtA@DHAESiBcKxD{AhFsBlFqB|CkAbDuA|HwCxAo@hAa@^KLIzEkBvGeCtBy@v@_@a@}@zE_G`CsCvBsCRv@
1638,15,27,}wpaGfeeqLUzAfBp@zEpBnAj@tJlEhAwPzBq]?WHEHi@PcCD]vBZF?VQv@hCP^TAbGqAtBa@pBUzAYjDs@rAc@pBcA|@a@PGf@Uv@e@\[t@y@n@o@|@q@d@[~C_BvBgAzA}@dCeBt@m@r@y@h@u@f@_Ad@_AzAcE~B}FxByEzByEz@kBR[l@a@~A]XI~E}@j@B`@HxC|@vA^~AX|@FfABn@@l@Ap@O`Ac@PQl@{@v@aAbAuAhAsAXUl@c@xAs@d@QzA[tBYPAVDZDzBuAf@_@LMj@qAd@w@EsA]}EAqCCaIG{BCm@UyBI]qBmDMEa@aAi@sASo@Ii@Gs@MgD@mJGs@Ga@Sm@cAcCWi@?K?K_@wA}@sCsBmHiB}Hg@qB[}@uAqEe@eBeCgIc@_Bc@qBX]JQBQDEXsAr@YFEFW?Mi@uE|BkI`BsF\u@`@e@b@]Lb@JL`@Hl@Z\ZZf@Td@Xl@^v@vCdFxAbB`@\f@h@hA~APVt@h@d@RVR
1639,15,29,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Aq@}Q
1640,15,30,}wpaGfeeqLUzAfBp@zEpBnAj@tJlEhAwPzBq]?WHEHi@PcCD]vBZF?VQv@hCP^TAbGqAtBa@pBUzAYjDs@rAc@pBcA|@a@PGf@Uv@e@\[t@y@n@o@|@q@d@[~C_BvBgAzA}@dCeBt@m@r@y@h@u@f@_Ad@_AzAcE~B}FxByEzByEz@kBR[l@a@~A]XINoBb@aFlA{On@oMXaG@aB@sIF_ANyBPeA\y@zA_DTc@xA|A~@~@rDtDh@j@FM|BwDn@eAtB_E`D_GtAaChC{E\v@
1641,15,31,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBIuC@iBDoBZuEH{@TcANkAAY@]ZoBV_BSGgB{@UOW[SSY_@Uc@q@cBuGyPIYLQhAeBtCgHXq@RSNa@b@cAvB}FfB_FtBaGd@uAr@iBxAyDlB{Fl@oBVy@PNnDbC[bA
1642,15,32,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUJgDNcEF?DE@IF{@AVBH^BJABs@?ED??SnAPv@JtBZ~@HfA}QJ_A?SL?P@THrDpDhFxFvBbCbAbAvB|BdEnEJL
1643,15,33,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUJgDNcEF?DE@IF{@AVBH^BJABs@?ED?JqDXsI\@LAt@WxCiAr@SDAH@?Q@]
1644,15,34,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUJgDNcEF?DE@IF{@AVBH^BJABs@?ED??SnAPv@JtBZ~@Hz@iOFGHCH?HBFJLb@pAfHbBdJN|@DXDILMLIhAg@HIBI@Il@eBpBeE
1645,15,35,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUAw@DABn@C@Ei@?GB_@Hi@H[NWLQ^Y@F]TCCRYUFOeAQ_AfBo@Fj@JDPF`@C|Ak@pDwApIiDv@[eBaNWwB?a@?oBXaMFkBB_CEqAUsGIuBq@OUM{@w@wAoAuByBc@k@Oa@Ki@CSGI
1646,15,36,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]DHP~@B?AEIi@JG^QAIYiBFCoAiHm@cDhBs@bCiAxEkBrGgCnAc@eAiGk@iDhAe@
1647,15,37,}wpaGfeeqLUzAm@vDTLpDdB~EzBdFjBpCbAYfE[fFi@zHm@tH]vB`@A^?\J|@l@d@RtB`A?c@F}A`@sF
1648,15,38,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[a@mAe@kAMg@mBqKqBeLWaAYs@w@{ARmA@_@Ce@GUQMIMEc@Q[WSMEc@Ce@DUGQIEI?S?YKEyAa@oB]gEw@oBWq@FUFYN_@Rq@Za@Vc@BaAGc@Ck@Sc@Um@e@y@o@i@k@wCmFWe@YW}@a@qBq@s@[iDuAY[_BsB{@aAQO\i@Vm@LeANIFM^{Cj@oEl@iCJYP_@TSj@k@xCyCl@c@DWOESIEG]s@k@_AMm@_AsBeAyBMPRd@
1649,15,39,}wpaGfeeqLT{AaCcA[Ki@Qc@BQDKmBe@kH]sDIqAEuADiCRiC`@}CBg@CeAKcAGsCOkEQqCG{Ac@mLIgCGoABUCaBIsCYmFEKIqCWcHG}BB]Dg@Hc@@EGGGIAUEeA?M^?nAAn@At@G|I{@p@ChEY~A?rB\dD~@dFhAx@FrAH`BGt@Gx@[z@]x@m@x@}@rA}Bj@yArAmCnCeGn@wB^_CJmABoBAy@KoAKYCKFqABQBKP?FDDAHu@@a@IoADyANk@Jo@HiA?e@CgA?UV{APsC?w@p@uUx@wVP{IBoBJoAFuDCs@a@oB_@oA?]@SEUc@eAe@sAo@}CWgDM_CU}CEcAEaAM_B?e@UoDUiCWwAO]y@_EIK]_@AM?g@Co@AKD]Gs@qBmLi@uCISU[EOFO@Yi@yCECE@[aB[oBLG`@QF?XtA@DHAESiBcKxD{AhFsBlFqB|CkAbDuA|HwCxAo@hAa@^KxEjGd@n@RXPIp@YzF{BxBhMt@Ul@_@pFcFV]lAaBtE}F|C}DbAbB|BxDR^
